Run_ID,P_0,P_100,P_200,P_300,P_400,P_500,P_600,P_700,P_800,P_900,P_1000,A_0,A_100,A_200,A_300,A_400,A_500,A_600,A_700,A_800,A_900,A_1000,LeakLabel,Leak_Location
12,500000,491577.284704565,483154.569409131,474731.854113696,466309.138818261,457886.423522827,449463.708227392,441040.992931957,432618.277636522,424195.562341088,415772.847045653,-0.0416043269735932,0.021801658694683,-0.00571828737314549,-0.0218498156894745,-0.0252798947628936,0.00369168317611346,-0.0202651301156039,-0.0181565301849815,0.0117449103429081,0.0209605778329682,0.0194964764717487,not leak,NaN
13,500000,491577.284704565,483154.569409131,474731.854113696,466309.138818261,457886.423522827,449463.708227392,441040.992931957,432618.277636522,424195.562341088,415772.847045653,0.0248072769962308,0.00180499440690203,0.0166528344930879,-0.00236952455168496,-0.0237647326825016,0.00550508941924704,0.00837953774763763,-0.000655587040445275,0.00476912862397643,-0.0262311727447149,-0.00229203894404779,not leak,NaN
14,500000,491577.284704565,483154.569409131,474731.854113696,466309.138818261,457886.423522827,449463.708227392,441040.992931957,432618.277636522,424195.562341088,415772.847045653,-0.0019690361989931,0.013528759654975,0.0159491908111168,-0.0426650263893256,1.99731626524286e-05,0.0148186511561101,0.0220278556229029,0.0280206572420394,0.0259519687427041,0.0192977847435714,0.0197142038818061,not leak,NaN
15,500000,491577.284704565,483154.569409131,474731.854113696,466309.138818261,457886.423522827,449463.708227392,441040.992931957,423585.78274747,415163.067452035,406740.352156601,0.0114163548753466,-0.00183840051739706,-0.0328116595486371,0.0282051256749759,-0.0031939134925732,-0.0103261361586785,0.104065072751313,0.379245240219352,0.210857277284864,0.0584213120911225,-0.000269530261252347,leak,729.23
16,500000,491577.284704565,483154.569409131,474731.854113696,466309.138818261,457886.423522827,449463.708227392,441040.992931957,432618.277636522,424195.562341088,406995.192856631,0.0137822454905827,0.0151263125000721,0.0186194259146256,-0.00644563574952033,0.00579162551740534,-0.0139088827253351,0.0111067819254413,0.0632819214167879,0.0956594247864971,0.329700787219141,0.278071099636085,leak,943.91
17,500000,491577.284704565,483154.569409131,463883.200180874,455460.484885439,447037.769590005,438615.05429457,430192.338999135,421769.623703701,413346.908408266,404924.193112831,0.0326052807128123,0.109508280319179,0.301927507858439,0.289709410221539,0.101237793368847,0.0336823178988458,0.0667979712229541,0.0132351038001607,0.00935537413742695,-0.0177640037285333,-0.012892900002812,leak,245.55
18,500000,491577.284704565,483154.569409131,474731.854113696,466309.138818261,457886.423522827,449463.708227392,441040.992931957,432618.277636522,424195.562341088,415772.847045653,-0.000185093477700417,0.0297141224670719,0.0310052398315616,0.0347650755307228,0.0196933582944971,-0.00397446581918537,-0.0107468646433845,-0.0048779247752425,0.0431498315715988,-0.0364287343030203,-0.0132679335870889,not leak,NaN
19,500000,491577.284704565,483154.569409131,474731.854113696,466309.138818261,457886.423522827,449463.708227392,441040.992931957,432618.277636522,424195.562341088,404938.353318656,0.00677320643320926,-0.0209702978302659,-0.00465606622922328,-0.0033824199087319,0.0171496856070651,-0.0111644802218617,-0.00258722239971305,0.0335751991299359,0.111249717013904,0.423475887917051,0.192464970715959,leak,917.52
20,500000,491577.284704565,483154.569409131,474731.854113696,466309.138818261,457886.423522827,449463.708227392,441040.992931957,432618.277636522,424195.562341088,415772.847045653,-0.00563048562902739,0.00828525161804925,0.00533943612785597,0.0256490291430713,0.00189323378683957,-0.00793650316236106,-0.0253855861469305,-0.00643034275524897,0.00183382109162767,-0.00903630701697224,0.0242329426169531,not leak,NaN
21,500000,491577.284704565,483154.569409131,474731.854113696,457046.713543231,448623.998247796,440201.282952362,431778.567656927,423355.852361492,414933.137066058,406510.421770623,0.0228948986298424,0.0497613925990909,0.118464411822961,0.422095960204825,0.219664541227532,0.0575155381582595,0.0291808748686279,-0.0188183303932544,0.017869663123642,-0.0106852544228794,-0.00366283685667642,leak,314.46
22,500000,491577.284704565,483154.569409131,474731.854113696,466309.138818261,457886.423522827,449463.708227392,428189.354339824,419766.639044389,411343.923748954,402921.208453519,0.0549048150708201,0.043842157613653,-0.0277573407986171,0.026770537763058,0.0427947277252727,0.107396303749536,0.349003833725591,0.236155333798226,0.0846238660373907,0.0317400665063038,0.0379759171256718,leak,630.42
23,500000,491577.284704565,483154.569409131,474731.854113696,466309.138818261,457886.423522827,449463.708227392,441040.992931957,432618.277636522,424195.562341088,415772.847045653,-0.00460511604037098,-0.0352032936242825,0.0231862637231202,0.0124726008790872,0.012770005356423,0.00772407776830198,0.018216150723682,0.014966013426712,-0.00895764208615147,-0.0108867296247636,-0.0244172897205018,not leak,NaN
24,500000,491577.284704565,483154.569409131,474731.854113696,466309.138818261,457886.423522827,449463.708227392,441040.992931957,432618.277636522,424195.562341088,415772.847045653,0.018873220457225,-0.0113823424242719,0.0172041879820364,-0.0131332314337748,0.0106862060685011,-0.0283094556301891,0.0150653565275718,-0.000171493957069497,0.0136810463042156,0.00833146280439524,0.0206534705462982,not leak,NaN
25,500000,491577.284704565,483154.569409131,474731.854113696,466309.138818261,457886.423522827,449463.708227392,441040.992931957,432618.277636522,424195.562341088,415772.847045653,0.0501984248580844,0.00410034033354133,0.0209873131809472,0.0444876247445679,-0.0210054782775494,-0.0233991155580484,-0.00372298106129386,0.00435323573312378,0.0161196744832637,0.0135823501408384,0.0390231745223837,not leak,NaN
26,500000,491577.284704565,483154.569409131,474731.854113696,466309.138818261,457886.423522827,449463.708227392,441040.992931957,432618.277636522,412617.020916409,404194.305620974,0.00609581289038934,-0.0208709015515938,0.0190982213099956,0.0104514117671703,-0.0355537480247378,0.00830229335853385,0.0567833810452927,0.0627562117388255,0.224042154009031,0.375071447333419,0.124978808949903,leak,877.31
27,500000,491577.284704565,472166.144527042,463743.429231608,455320.713936173,446897.998640738,438475.283345304,430052.568049869,421629.852754434,413207.137459,404784.422163565,0.123551078504907,0.425977611409153,0.176387979765706,0.0670683496532722,0.0311234707636201,0.0306557743460893,0.0314131482501586,-0.0228096345656096,0.0536037504006803,-0.0332782614779734,-0.0228007176900972,leak,118.52
28,500000,491577.284704565,483154.569409131,464853.455703954,456430.740408519,448008.025113085,439585.30981765,431162.594522215,422739.87922678,414317.163931346,405894.448635911,0.0304587939536466,0.166436672407817,0.440537958509826,0.16091676780448,0.0442178567113136,0.0185321352428301,-0.00136255678002199,0.00913631799821652,0.000240505677000296,0.030859329976454,-0.00757250419222621,leak,210.6
29,500000,491577.284704565,483154.569409131,474731.854113696,466309.138818261,457886.423522827,449463.708227392,441040.992931957,432618.277636522,424195.562341088,415772.847045653,0.00408920715671565,-0.007342745511774,-0.0122457515979939,-0.0221292532630501,0.0166296796745077,0.0480540354320759,0.00205985497315734,0.0228926104626938,0.0343746364202448,-0.0044593023903621,-0.00343573018954791,not leak,NaN
30,500000,491577.284704565,483154.569409131,474731.854113696,466309.138818261,457886.423522827,449463.708227392,441040.992931957,432618.277636522,424195.562341088,415772.847045653,0.007154998402962,-0.000362160379141429,-0.00783731885802288,-0.00661378961081822,-0.00268988872692761,-0.0554746149731124,-0.00540202792324349,-0.0487495197801338,-0.017909318011476,-0.0124816908180282,0.010170033834107,not leak,NaN
31,500000,491577.284704565,483154.569409131,474731.854113696,466309.138818261,457886.423522827,449463.708227392,441040.992931957,432618.277636522,424195.562341088,406713.209807159,-0.0292368929268492,-0.0230731046881,0.0103425613601674,0.00932489640202912,0.000784305052386137,0.00829778962330295,0.0279102307342487,-0.0227960752790363,0.110919685058398,0.35228484092099,0.215657351818429,leak,931.56
32,500000,491577.284704565,483154.569409131,474731.854113696,466309.138818261,457886.423522827,449463.708227392,441040.992931957,432618.277636522,424195.562341088,399782.903244652,0.00132271775540981,-0.0367180131684082,0.0351236830725576,0.0251489691791641,-0.0291371847932954,0.0100647937852233,-0.00552882737028982,0.0322054670210411,0.105560470736928,0.358371258925732,0.242645563040755,leak,924.32
33,500000,491577.284704565,483154.569409131,474731.854113696,466309.138818261,457886.423522827,449463.708227392,441040.992931957,432618.277636522,424195.562341088,415772.847045653,0.00774469669596789,0.0295468086158872,0.00592506204269513,-0.000851478393339186,0.0449430859934988,-0.00906489458067303,0.0267832340077146,-0.010465127642604,-0.020290289237126,0.0325846301342502,0.0100480208426061,not leak,NaN
34,500000,491577.284704565,483154.569409131,474731.854113696,466309.138818261,457886.423522827,449463.708227392,441040.992931957,432618.277636522,410170.201478048,401747.486182613,3.62977130352042e-05,0.00743936319394041,0.0108657266726975,-0.0385716148336013,-0.00366573141874085,-0.0113370079891439,0.0158680458735775,0.0651741955230973,0.281327426281546,0.303883966408203,0.0582895999675047,leak,851.1
35,500000,491577.284704565,483154.569409131,474731.854113696,466309.138818261,457886.423522827,434250.164536344,425827.449240909,417404.733945475,408982.01865004,400559.303354605,0.0193139922012653,-0.0204806435893272,0.0255247095657348,0.00320931640821253,0.134952520281111,0.43918497240057,0.214032095155872,0.0620456999601985,0.0406957311861183,0.0183627693901239,0.00344579797830326,leak,513.32
36,500000,491577.284704565,483154.569409131,474731.854113696,466309.138818261,457886.423522827,449463.708227392,441040.992931957,432618.277636522,424195.562341088,415772.847045653,-0.00192984546528093,-0.0428622533988718,-0.0171511034669167,0.00121249317515752,0.00802300634533779,-0.0104703741532403,-0.00578863066843772,-0.0204324691346551,-0.00257380367387818,0.0302575836722799,-0.0254441679513976,not leak,NaN
37,500000,491577.284704565,483154.569409131,463859.504814374,455436.78951894,447014.074223505,438591.35892807,430168.643632636,421745.928337201,413323.213041766,404900.497746332,0.0364777033614394,0.0562407604870876,0.183849441391076,0.428739706083726,0.139660201866375,0.0609980838678928,0.0226808827874053,-0.0022709633556008,-0.0392852805065843,0.00511028860259801,0.0211626768227709,leak,289.85
38,500000,491577.284704565,471054.607043988,462631.891748554,454209.176453119,445786.461157684,437363.74586225,428941.030566815,420518.31527138,412095.599975945,403672.884680511,0.108700579582589,0.27502737247426,0.301220022677545,0.0812551473731496,0.0685437512472867,-0.00882624682987221,-0.0165780456243578,0.00273590953178466,-0.0416266293807191,-0.00376169832971839,-0.00551004246492515,leak,146.85
39,500000,491577.284704565,483154.569409131,474731.854113696,466309.138818261,457886.423522827,449463.708227392,441040.992931957,432618.277636522,424195.562341088,415772.847045653,0.031380547291975,-0.0210653274321096,0.011921132457525,0.00353363917802255,-0.0210812064750127,-0.0309269247184827,-0.0106572336244413,0.0117127260067988,0.0259545638855944,0.00361918735050382,0.00913685889681564,not leak,NaN
40,500000,491577.284704565,483154.569409131,474731.854113696,466309.138818261,457886.423522827,449463.708227392,441040.992931957,432618.277636522,415527.518369652,407104.803074218,-0.00386619789649782,-0.00257344532390508,-0.00882467500286339,-0.00134394560450229,0.013845783840107,-0.0198046073631051,0.0582249025242545,0.137928844596169,0.363629246769454,0.204806968099759,0.0818273176747917,leak,826.99
41,500000,491577.284704565,483154.569409131,474731.854113696,466309.138818261,457886.423522827,449463.708227392,441040.992931957,432618.277636522,424195.562341088,405932.425161277,0.0264436606570605,0.0157777698988096,-0.0267543343036293,0.0279542089453401,-0.00706085542029225,0.00529177933322245,0.0183886784408432,0.0511661489127676,0.0915387378753581,0.304231079489487,0.267992474456658,leak,939.12
42,500000,491577.284704565,483154.569409131,474731.854113696,466309.138818261,457886.423522827,449463.708227392,441040.992931957,432618.277636522,424195.562341088,415772.847045653,-0.0313922172163541,0.0121031379246725,0.024484888261313,0.0295392484933416,0.0211681868087723,0.000921863621811154,-0.0116371080008011,0.0146089646966642,-0.010947791355962,0.0132153999595974,-0.00961451038356097,not leak,NaN
43,500000,491577.284704565,483154.569409131,474731.854113696,466309.138818261,457886.423522827,449463.708227392,441040.992931957,432618.277636522,424195.562341088,415772.847045653,0.048285333571572,-0.0323000529653186,-0.0047914351858182,0.0332229612300414,0.0515237346060809,0.00663659962720164,-0.018955257790854,-0.0303324281080692,-0.0252593512001554,-0.00292334171001562,-0.00599834319094519,not leak,NaN
44,500000,491577.284704565,483154.569409131,474731.854113696,466309.138818261,457886.423522827,449463.708227392,441040.992931957,418342.747111756,409920.031816321,401497.316520887,-0.0143828420050964,-0.0113298766370532,0.00544985940635798,0.0237233869054598,-0.00989044133081338,0.00305879920722263,0.0640508928265541,0.218175579573463,0.384501957722353,0.109797435924798,0.018561923388047,leak,770.33
45,500000,491577.284704565,483154.569409131,474731.854113696,466309.138818261,457886.423522827,440172.581719126,431749.866423692,423327.151128257,414904.435832822,406481.720537388,-0.00907978559527678,0.00952437972747479,0.0376062563205405,0.0348950963445848,0.0339626225286876,0.15605702487734,0.463396846153085,0.150719456348871,0.0608196836429422,0.0288507401012192,0.00473291905495447,leak,588.33
46,500000,483499.254661716,475076.539366281,466653.824070846,458231.108775411,449808.393479977,441385.678184542,432962.962889107,424540.247593673,416117.532298238,407694.817002803,0.272150803233043,0.33814739980532,0.0918430488302324,-0.00827664700942061,-0.00957822894105267,0.0199983045488502,-0.0241405782450449,-0.0108209154356501,0.000555111536110644,-0.0222747290056351,0.0184740039895638,leak,57.91
47,500000,491577.284704565,483154.569409131,474731.854113696,466309.138818261,457886.423522827,449463.708227392,441040.992931957,432618.277636522,424195.562341088,415772.847045653,-0.0168075369033778,-0.0422121077101768,-0.0142991535662599,0.000660259973590634,0.00125656110612955,-0.0235626874845118,-0.0388199664350201,0.00956835035729282,0.0161614769539411,-0.0164701528398503,-0.00993047026006571,not leak,NaN
48,500000,491577.284704565,483154.569409131,474731.854113696,466309.138818261,457886.423522827,449463.708227392,441040.992931957,432618.277636522,424195.562341088,415772.847045653,-0.0199105880723861,-0.0166540494324271,0.00135884651047569,-0.0126665282110595,0.00072794251974899,0.0313086162352978,0.0291233034558593,-0.00248234013780722,-0.00310284599950201,0.00551931280733946,-0.0305331935257763,not leak,NaN
49,500000,491577.284704565,483154.569409131,474731.854113696,466309.138818261,457886.423522827,449463.708227392,441040.992931957,432618.277636522,424195.562341088,415772.847045653,-0.00756752624512425,0.0230036974221767,-0.0159496210206225,0.0231770024256741,-0.0279377928061649,-0.00893418236101334,0.00152808056794011,0.00151348384239201,-0.0383531174435224,-0.00196242099183678,-0.0191836525937211,not leak,NaN
50,500000,491577.284704565,483154.569409131,474731.854113696,466309.138818261,446495.51541169,438072.800116255,429650.08482082,421227.369525385,412804.654229951,404381.938934516,-0.0448382304316804,0.0108125319166943,0.0596840063223368,0.16220511448319,0.37182143442232,0.190487922719437,0.110936908319226,0.0463938155275752,0.0114334450492024,0.0133299088487674,-0.0057180194013886,leak,423.68
51,500000,491577.284704565,483154.569409131,474731.854113696,466309.138818261,457886.423522827,449463.708227392,441040.992931957,432618.277636522,424195.562341088,415772.847045653,-0.0277951823855346,0.00235241855116701,0.0346761065187844,0.00997653910251242,-0.0230837262027675,-0.0191425369502831,0.000228455235214693,-0.00323245234826852,0.0357882107359679,-0.0140074724035862,-0.0510961198961806,not leak,NaN
52,500000,477888.971561658,469466.256266223,461043.540970788,452620.825675354,444198.110379919,435775.395084484,427352.679789049,418929.964493615,410507.24919818,402084.533902745,0.273887660773577,0.364527958936907,0.108250956455148,0.03643094575532,0.00864629434056893,-0.0062962963795448,0.0112666620717414,0.010154364438686,-0.0190119278942147,-0.0120798636197167,-0.00933792114244889,leak,59.55
53,500000,491577.284704565,483154.569409131,474731.854113696,466309.138818261,457886.423522827,449463.708227392,441040.992931957,432618.277636522,413268.177276715,404845.46198128,0.00820663959112437,0.00706949513426336,-0.00156475310685914,0.00664129961095261,-0.00236368441267688,0.00576446822540356,0.0284496059437044,0.122275192437118,0.394843162916746,0.167729398277887,0.0678991713073039,leak,826.51
54,500000,491577.284704565,483154.569409131,474731.854113696,466309.138818261,457886.423522827,449463.708227392,441040.992931957,432618.277636522,424195.562341088,415772.847045653,0.0150587402824161,-0.02141828267342,-0.00483529307927227,0.00318563509333183,-0.0217018403816997,0.0298260807153591,0.0190945899032036,-0.00528038994941363,0.015953118794102,-0.0162332777498231,-0.0053752170882706,not leak,NaN
55,500000,491577.284704565,483154.569409131,474731.854113696,466309.138818261,457886.423522827,449463.708227392,441040.992931957,432618.277636522,424195.562341088,415772.847045653,-0.0118572181468995,0.0178657560810292,-0.0125516767778568,0.00961392932185714,-0.000622236622144519,0.0143147197994999,0.0199264386567165,-0.00313420247598216,0.0157673885604941,-0.0153760001017226,-0.0030031094495059,not leak,NaN
56,500000,491577.284704565,483154.569409131,474731.854113696,466309.138818261,457886.423522827,449463.708227392,441040.992931957,432618.277636522,424195.562341088,401996.581858981,0.0221763632587486,0.0197110523490701,-0.00501266079744772,-0.00234882313293566,-0.0030723920193951,-0.0161890978366704,-0.000552762332081715,0.0297149466925542,0.116742516454171,0.343145420500286,0.239219870840969,leak,930.55
57,500000,491577.284704565,483154.569409131,474731.854113696,466309.138818261,457886.423522827,449463.708227392,441040.992931957,432618.277636522,408727.77421267,400305.058917235,0.0160542215193748,0.00793755637981218,-0.00750213961731396,-0.00663539627257154,0.00848275588632411,0.0212845689835277,-0.00362964484868661,0.013130864994521,0.178696288209951,0.459273608339928,0.105752134614573,leak,890.74
58,500000,491577.284704565,483154.569409131,474731.854113696,466309.138818261,457886.423522827,449463.708227392,441040.992931957,432618.277636522,424195.562341088,415772.847045653,-0.0250724630191627,0.00533068241807365,-0.0315459132786067,0.0414433602333642,-0.0229988155923037,-0.0377928076820945,-0.0101060924047036,-0.00645623842510377,0.00834710715565664,0.012843234882782,-0.0385940226361913,not leak,NaN
59,500000,491577.284704565,483154.569409131,459460.255796496,451037.540501061,442614.825205627,434192.109910192,425769.394614757,417346.679319323,408923.964023888,400501.248728453,0.0261485189054791,0.111933160729872,0.274068679969799,0.290627188989087,0.0862112359687397,0.00376877923139039,0.0176697056788011,0.0176688481603506,-0.0220086422050771,0.0102890129621117,-0.00762622446645751,leak,249.34
60,500000,491577.284704565,483154.569409131,474731.854113696,466309.138818261,457886.423522827,449463.708227392,441040.992931957,432618.277636522,424195.562341088,415772.847045653,-0.00297215341583379,0.0274493520627482,0.0426098482944409,0.0388147023167336,-0.0165583087592378,0.000991739447592189,-0.0282506538058733,-0.0131475001942307,-0.0120808773909803,0.0323104657100866,-0.0152042339830647,not leak,NaN
61,500000,491577.284704565,483154.569409131,474731.854113696,466309.138818261,457886.423522827,449463.708227392,441040.992931957,432618.277636522,424195.562341088,415772.847045653,-0.0164519019481173,-0.0367299803520918,0.0161511658663084,0.00763678538436649,-0.0280733425790447,0.0188329418123795,-0.0142694986458838,-0.0072270631532456,-0.0431776617624397,-0.00499391237935222,0.0223678986499761,not leak,NaN
62,500000,491577.284704565,483154.569409131,474731.854113696,466309.138818261,457886.423522827,449463.708227392,431613.382643768,423190.667348333,414767.952052899,406345.236757464,-0.069080223613969,0.00845292740391759,-0.0315775087503709,-0.00683639565458874,0.0190735688936932,0.0586171392081433,0.184560379517049,0.451090179837303,0.167932395642142,0.0396447120951155,0.0517267189041342,leak,695.46
63,500000,491577.284704565,483154.569409131,474731.854113696,466309.138818261,457886.423522827,449463.708227392,441040.992931957,432618.277636522,409402.115764873,400979.400469439,-0.0140645747706164,0.0266880367782611,0.000639201580032044,0.0210352385918756,0.00440965001035374,0.0150926997461036,0.0188879448281278,0.0441826204009933,0.181639138590102,0.466066831620686,0.157047541006412,leak,895.27
64,500000,491577.284704565,483154.569409131,474731.854113696,466309.138818261,457886.423522827,449463.708227392,441040.992931957,432618.277636522,424195.562341088,415772.847045653,-0.0177911279118067,-0.0179876256721813,-0.0216374363227368,0.0149269085791847,0.0125214286594104,0.015064703295389,0.0228180583002692,-0.0206363729369413,0.0311296072701052,-0.0345348166396877,-0.00597281461771005,not leak,NaN
65,500000,491577.284704565,483154.569409131,464951.465815654,456528.750520219,448106.035224785,439683.31992935,431260.604633915,422837.889338481,414415.174043046,405992.458747611,0.0116513454477813,0.0761350108668251,0.196810659834642,0.400501099905369,0.101171847782016,0.0471013492991103,0.0261442375359819,0.0148771978520355,-0.0188691429762422,-0.0191265310981339,0.0484896549970257,leak,280.44
66,500000,491577.284704565,483154.569409131,474731.854113696,466309.138818261,457886.423522827,449463.708227392,441040.992931957,432618.277636522,424195.562341088,415772.847045653,0.0192399370405649,0.00770704631817222,0.0386240591199415,-0.0140104511769842,-0.00516921520861418,-0.0142009342112545,0.0186062769307382,-0.00544533609554646,0.0100233984650886,0.0121279878942826,0.00610446791590979,not leak,NaN
67,500000,491577.284704565,483154.569409131,463434.751555863,455012.036260429,446589.320964994,438166.605669559,429743.890374125,421321.17507869,412898.459783255,404475.744487821,0.0253117751249531,0.0531051664847667,0.198553194576825,0.40506668752566,0.111703356182184,0.0358411670302141,-0.00356201243934859,0.0115047412416026,-0.00816214460425503,0.0273670303671099,0.0181838026724964,leak,282.63
68,500000,491577.284704565,483154.569409131,464911.735169659,456489.019874224,448066.304578789,439643.589283354,431220.87398792,422798.158692485,414375.44339705,405952.728101616,0.0114082058286165,0.205621982049017,0.520618411530598,0.131313694698034,0.0544223627377941,0.0301733721692152,0.0141914745920218,0.010770171511265,0.032695329190461,-0.0179114840405457,0.0285559644289181,leak,200.25
69,500000,491577.284704565,483154.569409131,474731.854113696,466309.138818261,457886.423522827,449463.708227392,441040.992931957,432618.277636522,424195.562341088,415772.847045653,0.00911067421116549,-0.0181636517850054,0.00427759182217818,0.0128480035032153,-0.00245508598319172,-0.00983103494226834,-0.0315060296901126,-0.00556840322413712,0.0145635937067223,0.0380583308573044,0.00405299155799816,not leak,NaN
70,500000,491577.284704565,483154.569409131,474731.854113696,466309.138818261,457886.423522827,449463.708227392,432667.936520117,424245.221224682,415822.505929247,407399.790633813,0.022603919002004,0.00173837873623076,0.0284580784548695,0.0106333857571131,0.0260360621130413,0.0495604630455207,0.112579991826138,0.48014688493241,0.147937763095842,0.0506235022206246,0.00122150501864254,leak,698.85
71,500000,491577.284704565,483154.569409131,474731.854113696,466309.138818261,446205.125807818,437782.410512383,429359.695216948,420936.979921514,412514.264626079,404091.549330644,-0.0161139476283806,0.0155235854194158,0.0129710856323123,0.0727802415858393,0.259431371335959,0.301025023874165,0.119523042720529,0.0579427019587769,0.00479913915740651,0.0421403004324714,-0.00591050682472459,leak,465.34
72,500000,491577.284704565,483154.569409131,474731.854113696,466309.138818261,457886.423522827,449463.708227392,441040.992931957,432618.277636522,424195.562341088,415772.847045653,-0.00589313502222172,0.00247606871141086,-0.00960830935504029,-0.0176789267174519,-0.0100932306043497,0.037469931743288,-0.0266647067111592,-0.0281256028870291,0.0388102054707799,-0.0220532762916587,0.0139924374468673,not leak,NaN
73,500000,491577.284704565,483154.569409131,464346.518480826,455923.803185391,447501.087889957,439078.372594522,430655.657299087,422232.942003653,413810.226708218,405387.511412783,-0.0252584112768781,0.0242888343488162,0.180321615395419,0.488302034635049,0.17410374628707,0.0560559598294903,0.0238947679587658,0.00979395346707201,0.0160693300330633,-0.00275975684175358,-0.0175100904167166,leak,294.71
74,500000,491577.284704565,483154.569409131,474731.854113696,466309.138818261,457886.423522827,449463.708227392,441040.992931957,432618.277636522,424195.562341088,415772.847045653,0.0150731375637246,0.00687770818379514,0.0132427203521835,0.0266477635318584,0.0151108048244703,0.0131083880226779,-0.00799564025794018,-0.00146182244342144,-0.0244046216287657,0.00855588822842597,-0.00800733595317636,not leak,NaN
75,500000,475628.881623308,467206.166327874,458783.451032439,450360.735737004,441938.02044157,433515.305146135,425092.5898507,416669.874555266,408247.159259831,399824.443964396,0.285375266859984,0.289935937374955,0.0817264414188016,0.0446621213323089,0.0149145331737041,-0.00699951536213291,0.0408669737292031,-0.0271193792454922,0.0144663854746887,-0.0226994160524324,0.00168704959987514,leak,50.5
