Run_ID,P_0,P_100,P_200,P_300,P_400,P_500,P_600,P_700,P_800,P_900,P_1000,A_0,A_100,A_200,A_300,A_400,A_500,A_600,A_700,A_800,A_900,A_1000,LeakLabel
13,500000,491577.284704565,483154.569409131,474731.854113696,466309.138818261,457886.423522827,449463.708227392,441040.992931957,432618.277636522,424195.562341088,415772.847045653,-0.0822787326847457,0.0823846696440617,-0.010973411094462,-0.00692193121234754,-0.0715440685268717,-8.17250111786487e-05,-0.00352720273073146,-0.060487283984059,0.0299310613138778,0.100973463885084,0.0597442818426397,not leak
14,500000,491577.284704565,483154.569409131,474731.854113696,466309.138818261,457886.423522827,437413.024168188,428990.308872754,420567.593577319,412144.878281884,403722.162986449,0.0279871855793072,0.0107500738536747,0.0211019308147265,-0.103581449628014,-0.0448034528136849,0.117371523833871,0.49938289725022,0.0487299410123348,-0.00508559461567889,-0.108361919220993,-0.0715135921323521,leak
15,500000,491577.284704565,483154.569409131,474731.854113696,466309.138818261,457886.423522827,433679.862888563,425257.147593128,416834.432297694,408411.717002259,399989.001706824,-0.0169247702621875,0.145767248042309,-0.0343467343980544,-0.00711706171401026,0.0310400378528086,0.339628009095134,0.326756888113137,0.0559540766618109,0.0499316100345125,0.0131425258699008,-0.0659167439839835,leak
16,500000,482459.598409937,474036.883114502,465614.167819067,457191.452523633,448768.737228198,440346.021932763,431923.306637329,423500.591341894,415077.876046459,406655.160751024,0.0870639416942426,0.469352034461117,0.00601025051462531,-0.0922180198830671,-0.0526263525552733,-0.0981418212420798,0.0848433614109088,0.0121321865114671,0.0301348654600171,0.0103385905789963,0.0561628848344179,leak
17,500000,491577.284704565,483154.569409131,474731.854113696,466309.138818261,457886.423522827,449463.708227392,441040.992931957,432618.277636522,411160.203450888,402737.488155453,0.0554409045939628,0.112664076874556,-0.0109941967746719,-0.0380541551567247,0.0167240884846771,-0.0472055950612581,-0.0389920527791941,0.0383139701309814,0.268867304952549,0.353095714832497,-0.0182068575082701,leak
18,500000,491577.284704565,483154.569409131,474731.854113696,466309.138818261,457886.423522827,449463.708227392,432478.230949803,424055.515654369,415632.800358934,407210.085063499,0.0588598727340755,0.043760813770266,-0.0772024743586225,0.0914422413891691,-0.0622657581850999,-0.0843317996497853,0.320394199722652,0.29495556535226,-0.0874651988057341,-0.00216096483410262,0.0921743245488211,leak
19,500000,491577.284704565,483154.569409131,460173.712262614,451750.996967179,443328.281671744,434905.566376309,426482.851080875,418060.13578544,409637.420490005,401214.705194571,-0.0403953815334923,0.0490064697391905,0.303193308775605,0.425482915180995,0.0384594880195758,-0.0511142462732315,-0.00927076542613118,0.0617320420788949,0.0707995480283745,0.0202213884784415,0.00569974952387463,leak
20,500000,491577.284704565,483154.569409131,459357.331837634,450934.616542199,442511.901246765,434089.18595133,425666.470655895,417243.75536046,408821.040065026,400398.324769591,0.0117818443221735,0.0241089106536329,0.00789437579550923,0.420656650835768,0.171187158740215,0.0830839281362252,-0.0134379333710744,0.0359725613111176,-0.0971690090198212,0.0504195520873002,-0.0178173750326991,leak
21,500000,481528.514882254,473105.799586819,464683.084291384,456260.36899595,447837.653700515,439414.93840508,430992.223109645,422569.507814211,414146.792518776,405724.077223341,-0.0071362606925028,0.407101454422164,0.128733365801763,-0.0734305779874202,0.0218074346163018,0.0559828903288772,0.0084157547482386,-0.0325089947343419,-0.0570098381647892,-0.0485605702550782,0.0896035330957271,leak
22,500000,491577.284704565,483154.569409131,474731.854113696,466309.138818261,446129.032800927,437706.317505493,429283.602210058,420860.886914623,412438.171619189,404015.456323754,-0.0369510158126167,-0.0105178948064979,0.102152229982927,0.00304233172528295,0.0516377761834799,0.444865665534447,-0.0118239841777464,0.0681290674570287,0.101774950246235,0.0781887320900271,-0.016775069928727,leak
23,500000,491577.284704565,483154.569409131,474731.854113696,466309.138818261,457886.423522827,449463.708227392,441040.992931957,432618.277636522,424195.562341088,415772.847045653,-0.0539653150232271,-0.0119375305993417,-0.0386462668449736,-0.0111712845772687,-0.031453889513505,-0.0163475760616653,-0.0787717481650066,0.0270769011740951,-0.0635909866582326,0.0173411958319563,-0.0307624297893853,not leak
24,500000,491577.284704565,483154.569409131,474731.854113696,456761.283958956,448338.568663522,439915.853368087,431493.138072652,423070.422777218,414647.707481783,406224.992186348,-0.0924070485299933,-0.0148561382273225,0.0462201271844975,0.122715016639147,0.510000299264489,0.0479467332019748,-0.0100106065508482,0.0554899182476305,0.0255828531125153,-0.030774162270129,0.0118120712007917,leak
25,500000,491577.284704565,473079.220304091,464656.505008656,456233.789713221,447811.074417787,439388.359122352,430965.643826917,422542.928531483,414120.213236048,405697.497940613,-0.0396827242961091,0.119104035665115,0.51820461489967,0.0238471039797545,-0.0753721974384253,0.00568320050385787,-0.0132235809280773,0.0042413978380794,0.0712697337929488,0.0153097355971952,-0.0414782862985418,leak
26,500000,491577.284704565,483154.569409131,474731.854113696,466309.138818261,457886.423522827,449463.708227392,441040.992931957,432618.277636522,424195.562341088,415772.847045653,0.0277128563923674,-0.0683348013342542,0.00701616546768039,-0.00197735650395509,0.103135975452772,0.062582725143166,0.0197860908072632,-0.0543535121187256,0.0260311480549593,-0.0178299842982773,-0.0263127060544596,not leak
27,500000,491577.284704565,483154.569409131,474731.854113696,466309.138818261,457886.423522827,449463.708227392,441040.992931957,432618.277636522,424195.562341088,415772.847045653,-0.114529010905168,0.0173536298242509,0.0225155604195685,-0.0189009315417865,0.0317441966376702,0.0158364690538123,-0.0693277331873204,-0.0614241880639433,0.0588641632374137,0.0229074075385163,-0.0159058174483165,not leak
28,500000,491577.284704565,483154.569409131,474731.854113696,466309.138818261,457886.423522827,449463.708227392,441040.992931957,432618.277636522,424195.562341088,415772.847045653,0.0129354254205882,0.0122785372683645,-0.0926057316950141,0.0471504406792372,0.00305532719415583,0.0167208497035969,-0.066046235722128,0.0823616940094976,0.0417972321295747,-0.0413001761532912,-0.0102044240688329,not leak
29,500000,491577.284704565,483154.569409131,474731.854113696,466309.138818261,457886.423522827,449463.708227392,441040.992931957,432618.277636522,414642.390095303,406219.674799868,0.0208134615543361,0.0403592139402369,0.0184277100523962,0.0236577584871765,0.0267913121912475,-0.0540268005377525,0.0356435553222836,-0.0396079434075086,0.30106154500367,0.28151257522535,0.0626560797895352,leak
30,500000,491577.284704565,483154.569409131,474731.854113696,466309.138818261,457886.423522827,449463.708227392,441040.992931957,432618.277636522,414711.371096736,406288.655801301,0.0392363991515789,-0.0376278769430555,-0.0186552515263351,-0.0135344294260865,0.0255621413522396,0.0639869812427514,-0.0117069885334101,-0.0103157963584135,0.0327500799995203,0.385726397276004,0.258589984247357,leak
31,500000,491577.284704565,483154.569409131,474731.854113696,466309.138818261,457886.423522827,449463.708227392,441040.992931957,432618.277636522,424195.562341088,415772.847045653,-0.0792111553065947,-0.0432316689470883,0.0212810297473318,-0.0318889478357708,0.0155442074482102,-0.0337353545227606,0.0100881360634806,-0.00932849977123327,0.0196888452001692,-0.0833313873037014,0.0658649184868059,not leak
32,500000,491577.284704565,483154.569409131,474731.854113696,466309.138818261,457886.423522827,449463.708227392,441040.992931957,432618.277636522,424195.562341088,415772.847045653,0.0192208613602739,0.0929587575204476,0.000546928990713897,0.0573160426573097,-0.0163944063593715,0.05130563337516,0.0232630449671086,0.000433978510496602,-0.0142149176816468,0.0276917060910612,-0.0468478264968164,not leak
33,500000,491577.284704565,483154.569409131,474731.854113696,466309.138818261,457886.423522827,449463.708227392,441040.992931957,432618.277636522,424195.562341088,415772.847045653,0.0490244888178314,0.032905028767731,0.0283772306288877,-0.0194634873786758,0.000534307447187492,-0.0731407531663643,-0.0652464091450083,0.0207248276511205,-0.0536551799732154,0.00683573584166135,-0.0779088001727067,not leak
34,500000,491577.284704565,483154.569409131,474731.854113696,466309.138818261,457886.423522827,449463.708227392,441040.992931957,432618.277636522,424195.562341088,415772.847045653,-0.0469350094791922,0.0278164034069177,0.000469951891217685,0.0136172834867615,-0.0573017486235267,-0.0594156932689542,-0.062889895852247,0.0535415481996774,0.0301488089731635,0.00939206018748673,-0.0394443775807541,not leak
35,500000,491577.284704565,469198.658713054,460775.94341762,452353.228122185,443930.51282675,435507.797531316,427085.082235881,418662.366940446,410239.651645012,401816.936349577,0.049592017380728,0.0506692040178895,0.400095837532037,0.229214747305849,-0.0873358441171389,0.0162745594416412,0.0337438540475604,0.00767027122796894,-0.0482401586372182,0.0126659084536817,-0.0105919778426117,leak
36,500000,478698.502931614,470275.78763618,461853.072340745,453430.35704531,445007.641749876,436584.926454441,428162.211159006,419739.495863572,411316.780568137,402894.065272702,0.0389090847483816,0.434842032539275,0.116988283975707,0.0490229738580493,0.0419571900008416,-0.0801146252285655,0.0220915414773383,-0.0542688748605867,0.0446552543389625,0.0472883262911419,0.0507132900691468,leak
37,500000,491577.284704565,483154.569409131,474731.854113696,466309.138818261,457886.423522827,449463.708227392,441040.992931957,432618.277636522,424195.562341088,415772.847045653,0.0789037482737421,0.00159208777546698,0.00136499405398493,-0.0350571296838519,0.0554599443483907,0.01329301576475,0.0605898431426039,-0.0516166347373176,-0.0415400498765161,0.00210632123127674,0.00968748066117746,not leak
38,500000,491577.284704565,483154.569409131,474731.854113696,466309.138818261,457886.423522827,449463.708227392,441040.992931957,432618.277636522,424195.562341088,415772.847045653,0.0184787433600571,-0.0139077947129314,0.0635926476751582,0.00276816076921623,0.013162280859499,-0.0447456263108636,-0.0837507584237385,-0.116230025694316,0.100460822141924,0.0297745151136892,0.0742875658596627,not leak
39,500000,491577.284704565,483154.569409131,474731.854113696,466309.138818261,457886.423522827,449463.708227392,441040.992931957,432618.277636522,424195.562341088,415772.847045653,-0.0780896757322878,-0.0569009816127077,-0.0590942218951882,-0.120220973289976,0.0342722749695832,-0.0475743850240517,0.0148533201909273,0.00725252094564066,-0.0333826697762087,0.0634499743715785,0.0155736084441493,not leak
40,500000,491577.284704565,483154.569409131,474731.854113696,466309.138818261,457886.423522827,449463.708227392,441040.992931957,432618.277636522,424195.562341088,415772.847045653,-0.00436416829239829,0.0148283293771514,-0.0250980767746501,0.0167419016467897,0.063662155488901,0.0221803423181776,0.0551758053590711,0.0960638187634444,0.0831521018057047,0.017566198947044,0.0815287788498145,not leak
41,500000,491577.284704565,483154.569409131,474731.854113696,466309.138818261,457886.423522827,449463.708227392,441040.992931957,432618.277636522,424195.562341088,415772.847045653,0.00196445787535765,0.0315333801743176,0.0170201994051426,-0.0135900903573057,-0.105336726817424,0.00182559534784547,-0.0624909718126471,-0.0309192389396288,0.0415595046124657,-0.0425011605986066,0.0421537598874077,not leak
42,500000,491577.284704565,483154.569409131,474731.854113696,466309.138818261,457886.423522827,441172.753501983,432750.038206549,424327.322911114,415904.607615679,407481.892320245,0.0973208690561186,0.0523925650198616,-0.0557149959858225,0.0370431090739754,0.11349394518616,-0.115566178944602,0.392434106541818,0.124513035249068,0.018455344130952,0.0439580985775509,0.00976523527220488,leak
43,500000,491577.284704565,483154.569409131,474731.854113696,466309.138818261,444229.718480769,435807.003185334,427384.2878899,418961.572594465,410538.85729903,402116.142003596,-0.0505963172189494,0.0388226746680058,-0.0270042297729346,0.0754585777240692,0.0867578077344834,0.430933512667058,0.135134778485724,0.0368230166992553,0.0097193477864348,-0.0294276277100711,0.052001258697203,leak
44,500000,491577.284704565,483154.569409131,474731.854113696,466309.138818261,457886.423522827,449463.708227392,441040.992931957,432618.277636522,424195.562341088,415772.847045653,0.0808519955305925,-0.0228378246547542,-0.0425050378045725,0.00783569345381187,-0.108555928187757,-0.0424933392891106,-0.0452327028916926,0.0508919275214329,-0.0256468112933637,-0.0451450470394609,-0.0256483242703709,not leak
45,500000,491577.284704565,483154.569409131,474731.854113696,466309.138818261,457886.423522827,449463.708227392,441040.992931957,432618.277636522,424195.562341088,415772.847045653,0.0614218599789379,-0.0179877997745081,-0.0489340099203051,0.0361744734801315,0.0199811322340715,0.0383590155122935,-0.0299732409417325,-0.0683087495078998,0.0136620572930404,-0.00274648875539758,-0.00263127760492866,not leak
46,500000,491577.284704565,483154.569409131,474731.854113696,466309.138818261,457886.423522827,449463.708227392,441040.992931957,432618.277636522,424195.562341088,415772.847045653,0.0177271655948434,0.00470143419026529,-0.0091259480385263,-0.0179249012881348,-0.121480509879098,0.0614363545408726,0.0380670171679229,-0.00295153970039657,0.11562682862628,0.0609695089298812,-0.0267091225607819,not leak
47,500000,491577.284704565,483154.569409131,474731.854113696,466309.138818261,457886.423522827,449463.708227392,441040.992931957,432618.277636522,416128.055126631,407705.339831197,-0.0539341971950236,-0.0576973087531816,0.0262403490995734,0.00415943960766931,0.0734171363030879,-0.0595600968246038,0.0149941619314338,0.0101723899639001,-0.0134747957740357,0.263419665309658,0.332171570370198,leak
48,500000,491577.284704565,483154.569409131,474731.854113696,466309.138818261,457886.423522827,449463.708227392,441040.992931957,432618.277636522,424195.562341088,415772.847045653,0.0335573727018239,-0.0604208281590396,0.0304674903803209,0.0750271078936384,0.0437985026987121,0.00746788685164734,-0.0144239022166939,0.0292266193533168,-0.0507883131814171,-0.0696080294238859,-0.0846560902452306,not leak
49,500000,491577.284704565,483154.569409131,474731.854113696,466309.138818261,457886.423522827,449463.708227392,441040.992931957,432618.277636522,409789.432135051,401366.716839617,-0.0422247393535811,0.060136799118567,-0.00844524996374259,0.0416054101206061,-0.111481253470544,-0.0313236064734511,-0.0477726316139081,0.0400821365507021,0.0303256148966005,0.449477660542559,0.400736657674772,leak
50,500000,491577.284704565,483154.569409131,474731.854113696,456364.252279866,447941.536984432,439518.821688997,431096.106393562,422673.391098128,414250.675802693,405827.960507258,-0.0205727198670858,-0.135672766653128,0.0297290860204612,0.0783267964623593,0.483435280184277,0.140243130050714,-0.152530154333677,-0.0251428487018675,-0.103655719090467,-0.0636543414230025,0.020337662473835,leak
51,500000,491577.284704565,483154.569409131,474731.854113696,466309.138818261,457886.423522827,449463.708227392,441040.992931957,424294.39142722,415871.676131785,407448.96083635,0.0824663558879077,0.0233246140590605,0.0465265255969406,0.0554993502566252,0.0670471757796839,0.128648236366006,0.0426167543882631,0.328102805409711,0.332283170269948,0.0360002818866792,-0.000997625508760951,leak
52,500000,491577.284704565,483154.569409131,474731.854113696,466309.138818261,457886.423522827,449463.708227392,426187.230084964,417764.514789529,409341.799494095,400919.08419866,0.0604840107851102,0.0349994932162158,0.0156798682844833,0.0411034344508012,-0.027294169101995,-0.0481818419261445,0.0959468875874697,0.557642689156709,0.0983466521789533,-0.0147066849964554,-0.0763030669730178,leak
53,500000,491577.284704565,472629.286295539,464206.571000104,455783.855704669,447361.140409235,438938.4251138,430515.709818365,422092.994522931,413670.279227496,405247.563932061,0.0308894506738652,0.261386759871134,0.350051930769336,0.0184942569561417,-0.0711083104271303,-0.0196954821957703,-0.0314253812997017,-0.02558903068939,-0.0135288640091663,-0.0467054522319009,0.0122403974076007,leak
54,500000,491577.284704565,469580.069695172,461157.354399737,452734.639104302,444311.923808868,435889.208513433,427466.493217998,419043.777922564,410621.062627129,402198.347331694,0.0931246387494597,0.0903160403309503,0.378698210746547,0.201897250666899,-0.0226336026002694,-0.0189707420812785,-0.0374534987060166,-0.0742542962356951,0.059525380831235,-0.0965156946922199,-0.00614566168543177,leak
55,500000,491577.284704565,483154.569409131,474731.854113696,466309.138818261,457886.423522827,449463.708227392,441040.992931957,432618.277636522,424195.562341088,415772.847045653,0.00976731596733514,-0.00906020630494109,-0.025759146581303,-0.0147891737352485,0.0321922372908083,-0.0941270495249562,0.0230704388283043,-0.0716007875654164,-0.00534881894304027,0.0557031390577345,0.0519128770943771,not leak
56,500000,491577.284704565,483154.569409131,474731.854113696,466309.138818261,443220.679181545,434797.963886111,426375.248590676,417952.533295241,409529.817999806,401107.102704372,0.0153460790430649,-0.063906987627687,-0.00354752234313052,0.0640423801632991,0.0191586389139611,0.568996936952891,0.0741900716062663,-0.0663097306348212,0.0890017082841524,0.0324935094743175,0.0451214163494441,leak
57,500000,491577.284704565,483154.569409131,474731.854113696,466309.138818261,457886.423522827,449463.708227392,441040.992931957,432618.277636522,424195.562341088,415772.847045653,-0.0573403047096625,-0.0853776789605341,-0.00987447351139478,-0.00229373978494653,-0.050051925472695,0.01134403468292,0.0349256332369775,0.0482720223734961,0.0657046265900893,-0.00828305607871138,-0.0233232017316244,not leak
58,500000,491577.284704565,483154.569409131,474731.854113696,466309.138818261,457886.423522827,449463.708227392,441040.992931957,432618.277636522,424195.562341088,415772.847045653,-0.0207246723517223,-0.00426457236768212,0.0509021095034255,-0.00442780100985631,-0.000134563171528888,-0.0712001511123077,-0.0459982497808491,0.0979095091961555,-0.0226347361592738,-0.112337491815923,-0.0122391444973543,not leak
59,500000,491577.284704565,483154.569409131,474731.854113696,466309.138818261,457886.423522827,449463.708227392,441040.992931957,432618.277636522,410447.546337933,402024.831042498,-0.0368328914897725,0.0228064466285445,0.0701586836411594,0.0592201430038722,-0.0849030548121284,0.0877806153668751,-0.0830960589384703,0.0867011573077631,0.085724135599739,0.455994564995081,0.165218755616772,leak
60,500000,491577.284704565,483154.569409131,474731.854113696,466309.138818261,457886.423522827,449463.708227392,441040.992931957,432618.277636522,424195.562341088,415772.847045653,0.122294124107904,0.0122564933041437,-0.0170684655507306,-0.1067298299798,0.0665904559080555,0.0250139792141031,-0.0123981736288646,0.0850785620353694,0.086226534434835,-0.0495197449272362,-0.0147914056734519,not leak
61,500000,491577.284704565,483154.569409131,474731.854113696,466309.138818261,457886.423522827,449463.708227392,441040.992931957,419208.310959785,410785.59566435,402362.880368916,0.0473386504023905,-0.0136918465128345,0.0175002198947989,-0.0225499147874235,0.0465079662675182,0.0122336250594361,0.0190849039164407,0.116249603821028,0.486707630008032,-0.0237198970411489,0.0468206109635185,leak
62,500000,491577.284704565,483154.569409131,474731.854113696,466309.138818261,457886.423522827,449463.708227392,441040.992931957,432618.277636522,412166.03226955,403743.316974115,0.0413700839378099,0.0609784019764918,0.00539253905218263,-0.0344590405483234,0.0643485589779069,-0.0219070289640175,-0.045179509697163,0.0447016123259001,0.0805667603051697,0.444475340033257,0.185041754461302,leak
63,500000,491577.284704565,483154.569409131,474731.854113696,466309.138818261,457886.423522827,449463.708227392,441040.992931957,432618.277636522,424195.562341088,415772.847045653,-0.00120832685147824,0.00374939515938532,0.110828288497398,-0.0239929411057485,-0.0116497763729321,0.0161832263217601,0.0248155836046606,-0.0546400952402513,-0.026430424584557,-0.0806890407011763,-0.0394010471183132,not leak
64,500000,491577.284704565,483154.569409131,474731.854113696,466309.138818261,457886.423522827,449463.708227392,441040.992931957,432618.277636522,415254.063370911,406831.348075477,-0.0282846742263373,-0.109750531948377,-0.0119460275402879,-0.0586779236555929,-0.0512193258134129,0.0012155933853524,-0.0112391739822737,-0.00506490913635541,0.0543354281875965,0.500656958427611,0.0662742854630889,leak
65,500000,476633.660295621,468210.945000186,459788.229704752,451365.514409317,442942.799113882,434520.083818447,426097.368523013,417674.653227578,409251.937932143,400829.222636709,-0.0342164998772583,0.44902537978454,0.0350375869307993,-0.0276558109121576,-0.113752906869724,-0.0466871084708979,-0.0656200840660733,0.0132997984299135,-0.0191402094007862,0.0172398098659097,0.0398467294254768,leak
66,500000,491577.284704565,483154.569409131,474731.854113696,466309.138818261,457886.423522827,449463.708227392,441040.992931957,432618.277636522,424195.562341088,415772.847045653,-0.0117219637866641,0.0650119717866446,0.0542577279645148,-0.0226122986539711,0.091577056455963,0.057616272889625,0.0144405432372665,-0.0213132728070104,0.0160021072358669,0.0821213692625924,-0.039466925336317,not leak
67,500000,491577.284704565,483154.569409131,474731.854113696,450327.911599881,441905.196304447,433482.481009012,425059.765713577,416637.050418143,408214.335122708,399791.619827273,0.0174430523074297,0.0220870113434607,0.039753337970294,0.0588913090941215,0.416821553444476,0.239479129469479,0.037607569766691,0.0199450081178224,0.0260684525931741,0.0279986999458854,0.0431606360484313,leak
68,500000,491577.284704565,483154.569409131,474731.854113696,466309.138818261,457886.423522827,449463.708227392,441040.992931957,432618.277636522,424195.562341088,415772.847045653,0.00782559186050086,-0.0405402527828008,-0.0750752273312082,-0.049447306593873,-0.035712649380599,0.0790265503417963,0.0475870386541795,0.0335666573919597,0.0679415486676641,0.0437402934435653,-0.0203026991519786,not leak
69,500000,483485.43632553,475062.721030095,466640.00573466,458217.290439226,449794.575143791,441371.859848356,432949.144552922,424526.429257487,416103.713962052,407680.998666617,0.0530700846819562,0.519673970326798,0.0805974789301759,-0.0499255671974485,-0.0861856816658171,-0.0423414155623036,-0.0550933036821848,0.0834974907010761,-0.035504336942793,-0.048533944911477,0.034462178537076,leak
70,500000,491577.284704565,470712.67362983,462289.958334396,453867.243038961,445444.527743526,437021.812448091,428599.097152657,420176.381857222,411753.666561787,403330.951266353,-0.0328173008378875,-0.00600443777774212,0.393800760289383,0.196475377097298,-0.00237314744789318,0.0103307463685883,0.00358327373172678,0.000649593824267764,0.038819702594604,-0.0273121600990837,0.01037363057715,leak
71,500000,491577.284704565,483154.569409131,462700.615297253,454277.900001818,445855.184706383,437432.469410948,429009.754115514,420587.038820079,412164.323524644,403741.60822921,-0.031759828062603,0.00894616055270388,0.127583850215481,0.502103724830505,-0.0222824569276884,-0.0505910658191258,-0.0302128398676303,-0.0216730360416351,0.0272727342961503,-0.0133512084130985,-0.0952784626992329,leak
72,500000,491577.284704565,483154.569409131,474731.854113696,466309.138818261,457886.423522827,437830.93484751,429408.219552076,420985.504256641,412562.788961206,404140.073665772,-0.0252691691682099,0.0195759003664999,-0.0137891312889699,-0.0369650342745867,-0.0267180254376317,0.172885819234188,0.491185954395396,0.0643349139655958,-0.031253247475871,0.0214290670371653,-0.0165731869214807,leak
73,500000,491577.284704565,483154.569409131,474731.854113696,466309.138818261,449278.240254463,440855.524959028,432432.809663593,424010.094368158,415587.379072724,407164.663777289,-0.045960236558323,0.0431148285307064,0.0368624830684843,-0.0146437962034356,-0.00480648410552405,0.582662675545608,0.151655194930098,0.0539602445754964,-0.005706140745744,0.0668660842044622,0.0602257409048289,leak
74,500000,491577.284704565,483154.569409131,474731.854113696,466309.138818261,457886.423522827,449463.708227392,441040.992931957,432618.277636522,424195.562341088,415772.847045653,-0.0249690668458229,-0.0665858627316848,0.0874039567287546,0.0388941089897867,0.0159188775783146,-0.0856906644199032,0.062097825385073,-0.00745888473497511,0.0170262076824502,0.0553402926938727,0.0375802381602315,not leak
75,500000,491577.284704565,483154.569409131,474731.854113696,466309.138818261,457886.423522827,449463.708227392,441040.992931957,432618.277636522,424195.562341088,415772.847045653,0.000331087707941845,0.0748888271153933,-0.0770334027535325,-0.121942166117612,-0.0381532591645171,0.012739591072715,-0.0530449041814711,-0.0213499407263484,-0.0143438842545583,0.0354154492732609,-0.0250790489694372,not leak
76,500000,491577.284704565,483154.569409131,474731.854113696,466309.138818261,457886.423522827,449463.708227392,441040.992931957,432618.277636522,424195.562341088,415772.847045653,0.00776489038579336,0.0223159196391919,-0.0434463967211054,-0.0284316804954044,-0.0485897439843602,-0.0730792625272868,0.0247708963005601,-0.00426530857090445,0.0278874662141966,0.00946857751745012,0.0877202461819739,not leak
